VEH_NO,PER_NO,AGE,SEX,REST_USE,ST_CASE,BODY_TYP
1,1,50,1,3,481906,31
1,1,30,1,3,481907,4
2,1,39,1,0,481907,80
0,1,58,1,0,481908,
1,1,39,1,5,481908,80
1,1,19,1,3,481909,31
1,2,19,1,3,481909,31
1,3,18,1,0,481909,31
2,1,66,1,3,481909,4
2,2,70,2,3,481909,4
3,1,53,1,3,481909,66
1,1,19,1,0,481910,30
1,1,26,2,3,481911,4
1,1,81,1,3,481912,4
1,2,80,2,0,481912,4
1,1,39,1,3,481913,66
2,1,43,1,3,481913,66
2,2,53,1,0,481913,66
3,1,49,1,3,481913,66
1,1,20,1,3,481914,14
1,1,29,1,3,481915,2
1,1,57,1,5,481916,80
1,1,27,1,0,481917,30
1,2,28,2,0,481917,30
2,1,28,1,3,481917,4
1,1,20,1,0,481918,4
2,1,66,1,3,481918,4
2,2,36,1,3,481918,4
1,1,29,2,3,481919,4
2,1,29,1,3,481919,2
2,2,26,1,3,481919,2
2,3,24,1,0,481919,2
1,1,37,1,3,481920,66
1,1,19,1,0,481921,15
1,1,23,1,0,481922,31
1,1,39,1,0,481923,4
1,1,42,2,0,481924,30
1,1,29,1,3,481925,31
2,1,21,1,3,481925,3
1,1,58,1,0,481926,4
2,1,37,1,3,481926,31
2,2,32,2,3,481926,31
1,1,18,2,3,481927,4
2,1,30,1,3,481927,31
1,1,64,1,3,481928,20
1,2,64,2,3,481928,20
1,3,70,2,3,481928,20
2,1,57,1,3,481928,4
1,1,16,2,3,481929,30
1,1,23,2,3,481930,31
1,2,26,1,3,481930,31
1,3,29,1,0,481930,31
1,1,20,1,0,481931,4
2,1,49,1,3,481931,31
2,2,24,1,3,481931,31
1,1,34,1,3,481932,4
2,1,21,2,3,481932,2
2,2,22,1,3,481932,2
1,1,24,2,3,481933,4
2,1,31,1,3,481933,31
2,2,22,2,3,481933,31
0,1,45,1,0,481934,
1,1,31,1,3,481934,40
1,1,65,1,3,481935,66
1,1,54,1,0,481936,31
2,1,23,1,0,481936,21
3,1,52,1,3,481936,66
1,1,37,2,3,481937,6
1,1,23,1,3,481938,4
1,2,31,2,0,481938,4
0,1,43,1,0,481939,
1,1,43,1,0,481939,31
1,1,44,2,3,481940,4
2,1,41,2,0,481940,80
1,1,23,1,3,481941,31
1,2,24,1,3,481941,31
1,3,33,1,0,481941,31
1,4,21,1,0,481941,31
2,1,20,1,3,481941,14
2,2,53,1,3,481941,14
2,3,16,2,3,481941,14
1,1,55,1,3,481942,4
1,1,48,1,3,481943,4
1,1,44,2,3,481944,4
2,1,45,1,3,481944,20
3,1,27,1,3,481944,63
1,1,16,1,3,481945,31
1,2,17,1,0,481945,31
1,3,19,1,0,481945,31
1,1,53,1,3,481946,14
1,2,75,2,0,481946,14
1,3,53,2,0,481946,14
0,1,37,1,0,481947,
1,1,19,2,3,481947,4
1,1,14,1,99,481948,4
1,2,14,2,99,481948,4
1,3,14,2,99,481948,4
1,4,14,1,99,481948,4
1,5,14,1,99,481948,4
1,6,15,1,99,481948,4
1,7,14,2,99,481948,4
1,8,16,1,99,481948,4
1,1,31,1,0,481949,2
1,1,22,1,0,481950,31
1,1,10,1,0,481951,80
1,2,10,2,0,481951,80
2,1,31,2,3,481951,14
1,1,43,1,0,481952,4
1,1,52,1,0,481953,80
1,1,25,1,0,481954,80
1,2,29,1,0,481954,80
1,1,77,2,3,481955,20
1,2,43,1,3,481955,20
1,3,71,1,0,481955,20
2,1,48,2,3,481955,4
3,1,31,1,3,481955,14
3,2,35,1,3,481955,14
1,1,42,1,99,481956,66
2,1,21,2,99,481956,4
1,1,55,1,0,481957,14
1,2,41,2,0,481957,14
1,1,19,1,99,481958,2
1,2,24,1,0,481958,2
1,1,46,1,0,481959,80
0,1,48,1,0,481960,
1,1,64,1,99,481960,30
1,1,19,1,3,481961,3
2,1,32,1,99,481961,14
2,2,36,2,99,481961,14
2,3,9,1,99,481961,14
3,1,38,1,0,481961,80
3,2,26,2,5,481961,80
0,1,22,1,0,481962,
1,1,99,9,99,481962,99
2,1,45,2,3,481962,31
1,1,20,1,0,481963,1
1,2,20,1,0,481963,1
1,3,18,1,0,481963,1
1,1,17,1,3,481964,4
1,2,17,2,0,481964,4
1,3,1,1,0,481964,4
2,1,20,1,0,481964,14
1,1,21,1,5,481965,80
1,1,41,1,0,481966,31
1,2,25,1,3,481966,31
1,3,55,1,0,481966,31
1,1,42,1,0,481967,31
1,2,44,1,3,481967,31
1,1,29,1,0,481968,31
1,2,37,1,3,481968,31
1,3,20,1,0,481968,31
2,1,33,2,3,481968,4
1,1,18,1,0,481969,4
1,2,37,1,3,481969,4
1,1,34,1,0,481970,14
1,1,45,1,3,481971,20
1,2,19,1,3,481971,20
1,3,17,1,3,481971,20
2,1,43,1,3,481971,31
2,2,14,2,2,481971,31
2,3,12,1,0,481971,31
2,4,11,1,99,481971,31
0,1,51,1,0,481972,
1,1,40,1,3,481972,15
1,1,53,1,3,481973,66
2,1,55,1,0,481973,6
1,1,34,1,3,481974,61
1,1,28,2,3,481975,31
2,1,57,2,0,481975,20
1,1,49,2,3,481976,2
2,1,27,1,0,481976,31
1,1,50,1,3,481977,66
1,2,53,1,3,481977,66
2,1,84,1,3,481977,14
2,2,84,2,3,481977,14
1,1,21,1,3,481978,14
1,2,20,2,3,481978,14
1,3,4,2,0,481978,14
1,4,3,1,0,481978,14
1,5,0,1,4,481978,14
0,1,88,1,0,481979,
1,1,99,1,99,481979,99
1,2,99,1,99,481979,99
1,1,48,1,3,481980,66
2,1,91,2,3,481980,4
2,2,86,2,3,481980,4
0,1,53,1,0,481981,
1,1,99,1,99,481981,99
1,2,99,1,99,481981,99
1,1,21,1,3,481982,30
2,1,44,2,3,481982,4
2,2,47,1,3,481982,4
2,3,13,1,3,481982,4
3,1,32,2,3,481982,14
3,2,24,1,3,481982,14
3,3,22,2,3,481982,14
1,1,59,1,0,481983,31
1,2,88,2,0,481983,31
1,1,41,1,3,481984,14
1,1,54,1,3,481985,31
1,2,51,2,0,481985,31
0,1,40,1,0,481986,
1,1,18,1,3,481986,4
1,1,18,1,3,481987,4
1,2,25,2,3,481987,4
1,3,19,1,0,481987,4
1,1,27,1,0,481988,80
1,1,25,1,99,481989,4
1,2,39,1,3,481989,4
1,3,27,1,0,481989,4
2,1,53,1,3,481989,4
1,1,16,1,0,481991,4
1,2,15,2,0,481991,4
1,1,54,1,0,481992,80
1,1,37,1,3,481993,31
2,1,82,2,3,481993,4
2,2,55,1,3,481993,4
3,1,41,1,3,481993,2
0,1,23,1,0,481994,
1,1,99,9,99,481994,99
1,1,37,1,0,481995,40
1,1,18,1,99,481996,80
0,1,58,2,0,481997,
1,1,36,1,3,481997,31
1,1,18,1,0,481998,31
2,1,57,1,0,481998,66
1,1,47,1,0,481999,80
1,1,20,1,3,482000,30
1,2,19,1,3,482000,30
1,3,18,2,0,482000,30
1,1,19,1,3,482001,31
1,2,19,1,3,482001,31
1,3,31,2,0,482001,31
1,1,22,1,0,482002,80
1,1,43,1,0,482003,80
1,2,47,2,0,482003,80
0,1,43,1,0,482004,
0,2,29,2,0,482004,
1,1,62,2,3,482004,4
1,1,23,1,3,482005,31
1,2,22,1,3,482005,31
1,1,40,1,0,482006,4
1,1,36,1,5,482007,80
2,1,24,2,3,482007,31
2,2,23,1,3,482007,31
1,1,31,1,0,482008,30
1,2,35,1,0,482008,30
2,1,26,1,3,482008,4
1,1,74,2,3,482009,5
1,2,75,2,3,482009,5
1,3,86,2,0,482009,5
2,1,50,1,3,482009,14
2,2,53,2,3,482009,14
1,1,21,1,0,482010,30
1,1,91,2,3,482011,4
2,1,43,1,3,482011,66
1,1,19,1,3,482012,3
1,2,16,2,99,482012,3
1,3,16,1,99,482012,3
1,4,3,1,4,482012,3
2,1,23,1,99,482012,4
3,1,68,1,3,482012,4
1,1,39,1,5,482013,80
1,2,26,2,5,482013,80
2,1,31,1,3,482013,14
0,1,63,1,0,482014,
1,1,34,2,3,482014,4
0,1,37,1,0,482015,
1,1,99,9,99,482015,99
1,1,23,1,3,482016,30
1,1,56,1,3,482017,66
1,1,46,1,0,482018,66
2,1,23,1,3,482018,66
2,2,38,1,0,482018,66
1,1,44,1,3,482019,4
1,2,13,1,3,482019,4
0,1,25,1,0,482020,
1,1,75,1,3,482020,15
1,1,55,2,0,482021,4
0,1,44,2,0,482022,
1,1,20,1,3,482022,14
2,1,99,9,99,482022,99
1,1,33,1,99,482023,14
0,1,40,1,0,482024,
1,1,33,1,3,482024,4
2,1,99,9,99,482024,99
1,1,24,1,3,482025,63
2,1,32,1,3,482025,21
1,1,72,2,3,482026,4
2,1,29,1,0,482026,80
0,1,69,1,0,482027,
1,1,30,1,3,482028,15
2,1,41,2,3,482028,2
2,2,43,1,0,482028,2
1,1,48,1,3,482029,66
2,1,18,1,3,482029,4
2,2,32,1,0,482029,4
1,1,59,1,3,482030,14
2,1,50,1,0,482030,80
1,1,34,1,99,482031,2
1,2,39,1,0,482031,2
1,1,94,1,3,482032,4
1,2,90,2,3,482032,4
2,1,42,2,3,482032,31
2,2,24,1,3,482032,31
1,1,46,1,0,482033,16
1,2,45,2,3,482033,16
1,1,51,1,0,482034,40
1,2,59,1,0,482034,40
1,1,44,1,0,482035,31
1,2,24,1,0,482035,31
0,1,41,2,0,482036,
1,1,55,1,3,482036,31
1,1,44,1,3,482037,31
1,2,33,1,3,482037,31
2,1,28,1,0,482037,80
0,1,63,1,0,482038,
1,1,55,2,3,482038,4
1,1,28,2,3,482039,4
1,2,48,2,3,482039,4
1,3,30,2,3,482039,4
1,4,2,1,4,482039,4
1,5,3,2,4,482039,4
2,1,47,1,3,482039,62
2,2,33,1,3,482039,62
2,3,20,1,3,482039,62
1,1,56,1,0,482040,31
1,1,33,1,0,482041,4
2,1,47,1,3,482041,31
0,1,85,1,0,482042,
1,1,30,2,3,482042,4
2,1,26,1,3,482042,2
1,1,19,1,0,482043,14
1,1,45,1,3,482044,4
2,1,49,2,0,482044,3
1,1,40,2,3,482045,14
1,2,39,1,3,482045,14
2,1,21,1,3,482045,2
1,1,19,2,99,482046,2
1,2,30,1,99,482046,2
0,1,24,1,0,482047,
1,1,23,1,3,482047,2
1,1,21,2,3,482048,15
1,2,4,2,3,482048,15
1,3,5,1,0,482048,15
1,4,9,1,3,482048,15
1,1,46,1,0,482049,66
2,1,61,1,0,482049,30
1,1,36,1,0,482050,80
1,1,24,1,99,482051,14
2,1,32,1,3,482051,4
3,1,43,1,3,482051,4
4,1,26,1,3,482051,4
1,1,32,1,3,482052,2
2,1,28,1,3,482052,66
0,1,50,1,0,482053,
1,1,46,1,99,482053,4
0,1,53,1,0,482054,
1,1,99,9,99,482054,99
1,1,99,1,99,482055,2
1,2,99,1,99,482055,2
2,1,41,1,5,482055,80
3,1,24,1,5,482055,80
3,2,23,2,0,482055,80
1,1,24,2,3,482056,4
1,1,49,1,3,482057,31
1,2,42,2,3,482057,31
1,3,15,1,3,482057,31
1,4,11,2,2,482057,31
1,5,11,2,3,482057,31
1,1,56,1,3,482058,31
1,2,34,1,3,482058,31
1,3,24,1,3,482058,31
1,1,75,1,3,482059,4
1,2,74,2,3,482059,4
1,3,89,2,0,482059,4
1,1,35,2,3,482060,4
1,2,1,2,4,482060,4
2,1,53,1,3,482060,15
2,2,39,1,1,482060,15
2,3,32,1,1,482060,15
2,4,20,1,3,482060,15
1,1,57,2,3,482061,20
1,2,56,1,3,482061,20
1,3,13,1,3,482061,20
1,4,8,2,3,482061,20
1,5,12,2,3,482061,20
1,6,0,1,0,482061,20
2,1,53,1,3,482061,66
1,1,26,2,99,482062,2
2,1,36,1,3,482062,15
1,1,38,1,3,482063,31
1,2,24,1,3,482063,31
2,1,57,1,3,482063,30
1,1,27,1,99,482064,31
1,2,22,1,99,482064,31
0,1,51,1,0,482065,
1,1,19,2,3,482065,2
1,2,16,2,3,482065,2
1,3,16,2,3,482065,2
1,1,29,1,0,482066,4
1,1,38,1,3,482067,15
2,1,27,1,3,482067,31
1,1,35,1,1,482068,31
1,1,27,2,0,482069,4
1,1,54,1,0,482070,80
2,1,69,1,3,482070,31
1,1,51,1,3,482071,31
2,1,32,1,0,482071,83
2,2,32,1,0,482071,83
1,1,83,2,3,482072,15
1,2,83,1,3,482072,15
2,1,16,1,3,482072,15
2,2,19,1,3,482072,15
1,1,18,1,3,482073,2
1,2,13,2,3,482073,2
2,1,53,1,3,482073,31
2,2,54,2,3,482073,31
1,1,64,1,0,482074,31
1,1,39,1,0,482075,4
2,1,27,1,3,482075,14
2,2,35,1,3,482075,14
1,1,82,1,3,482076,31
2,1,24,1,0,482076,80
1,1,31,1,3,482077,2
1,2,11,1,3,482077,2
2,1,53,2,3,482077,2
1,1,16,2,3,482078,4
1,2,17,1,3,482078,4
2,1,54,1,0,482078,80
0,1,32,1,0,482079,
1,1,34,1,3,482079,4
1,2,23,2,3,482079,4
0,1,47,1,0,482080,
1,1,27,1,3,482080,14
0,1,53,1,0,482081,
1,1,75,1,3,482081,30
1,1,16,2,0,482082,2
1,2,15,2,3,482082,2
2,1,49,1,3,482082,31
1,1,58,1,0,482083,80
2,1,72,1,3,482083,5
1,1,20,1,0,482084,16
1,1,21,1,3,482085,14
1,2,16,1,3,482085,14
1,3,14,1,0,482085,14
1,1,29,1,0,482086,31
1,1,26,1,3,482087,4
1,2,38,1,3,482087,4
0,1,49,1,0,482088,
1,1,18,1,3,482088,14
0,1,99,1,0,482089,
1,1,31,1,3,482089,4
1,2,13,2,3,482089,4
1,1,20,1,3,482090,4
2,1,35,1,5,482090,80
1,1,19,1,1,482091,2
1,2,20,1,1,482091,2
1,3,13,2,1,482091,2
1,4,19,1,1,482091,2
1,5,15,2,1,482091,2
2,1,74,2,1,482091,2
2,2,85,2,1,482091,2
2,3,65,2,1,482091,2
1,1,23,1,99,482092,31
1,2,22,1,0,482092,31
1,3,26,1,1,482092,31
1,4,26,2,99,482092,31
1,5,33,1,99,482092,31
0,1,2,2,0,482093,
1,1,25,2,3,482093,30
1,1,37,1,0,482094,31
1,1,34,2,3,482095,66
1,2,35,1,3,482095,66
2,1,37,1,3,482095,4
1,1,19,1,3,482096,4
1,1,26,2,3,482097,31
2,1,57,1,3,482097,31
3,1,28,1,3,482097,31
1,1,38,1,5,482098,80
1,1,29,1,3,482099,4
2,1,52,2,0,482099,4
3,1,35,2,3,482099,4
1,1,25,1,3,482100,2
2,1,34,1,3,482100,30
2,2,29,2,3,482100,30
1,1,17,1,0,482101,31
1,2,22,1,3,482101,31
1,3,21,1,0,482101,31
1,1,36,1,0,482102,80
1,1,66,1,3,482103,4
2,1,45,1,0,482103,80
2,2,43,2,0,482103,80
0,1,52,1,0,482104,
1,1,18,2,3,482104,2
1,1,19,2,3,482105,14
2,1,60,1,0,482105,80
1,1,30,1,99,482106,4
1,2,36,1,99,482106,4
1,1,17,1,0,482107,4
1,1,41,1,0,482108,14
1,1,27,1,3,482109,2
1,2,25,1,3,482109,2
2,1,35,1,3,482109,66
2,2,33,2,3,482109,66
1,1,37,1,0,482110,4
1,2,43,2,3,482110,4
1,1,22,2,3,482111,14
1,2,5,1,4,482111,14
1,3,22,1,0,482111,14
1,4,37,2,0,482111,14
1,5,25,1,0,482111,14
1,6,18,1,0,482111,14
2,1,35,2,3,482111,21
2,2,1,2,4,482111,21
2,3,7,2,4,482111,21
1,1,73,2,3,482112,4
1,2,91,2,3,482112,4
1,3,90,1,0,482112,4
2,1,48,1,3,482112,4
2,2,48,2,3,482112,4
2,3,9,1,3,482112,4
1,1,47,1,5,482113,80
2,1,37,1,3,482113,21
2,2,35,1,3,482113,21
1,1,99,9,99,482114,99
1,2,26,1,99,482114,99
1,1,22,1,0,482115,5
1,2,17,1,0,482115,5
1,1,23,2,3,482116,14
1,2,2,2,0,482116,14
2,1,51,1,3,482116,2
2,2,43,2,3,482116,2
2,3,47,1,0,482116,2
1,1,21,2,3,482117,4
2,1,23,1,3,482117,14
2,2,21,2,0,482117,14
1,1,18,1,99,482118,14
2,1,41,2,3,482118,14
1,1,60,2,3,482119,6
2,1,28,1,3,482119,31
2,2,30,2,3,482119,31
1,1,20,1,0,482120,80
1,1,41,1,3,482121,4
1,1,20,1,0,482122,4
1,1,29,1,3,482123,4
2,1,44,1,0,482123,2
2,2,48,1,3,482123,2
0,1,42,1,0,482124,
1,1,43,1,99,482124,66
1,1,27,1,0,482125,80
0,1,26,2,0,482126,
0,2,32,1,0,482126,
0,3,26,2,0,482126,
0,4,30,2,0,482126,
1,1,33,1,99,482126,14
1,1,85,2,3,482127,14
1,1,38,1,3,482128,14
1,2,21,2,3,482128,14
2,1,18,2,3,482128,4
1,1,75,1,3,482129,31
2,1,31,2,3,482129,2
2,2,28,2,3,482129,2
2,3,4,1,99,482129,2
2,4,8,1,2,482129,2
0,1,21,1,0,482130,
1,1,28,1,3,482130,30
1,1,31,1,3,482131,2
1,2,26,1,3,482131,2
1,1,42,1,0,482133,4
2,1,20,1,3,482133,4
1,1,28,1,3,482134,30
1,1,28,1,3,482135,31
1,2,32,2,0,482135,31
1,1,63,1,3,482136,31
1,1,57,1,1,482137,4
1,1,34,1,3,482138,66
1,2,9,1,3,482138,66
2,1,38,1,3,482138,14
2,2,14,1,3,482138,14
0,1,26,1,0,482139,
1,1,26,2,3,482139,4
1,2,30,2,3,482139,4
1,1,30,1,99,482140,66
2,1,63,1,3,482140,66
1,1,23,2,3,482141,4
1,1,41,1,3,482142,30
2,1,49,1,0,482142,4
0,1,64,2,0,482143,
1,1,20,1,3,482143,4
1,2,19,1,3,482143,4
1,3,19,1,3,482143,4
1,1,24,1,3,482144,4
1,2,26,1,3,482144,4
2,1,23,2,3,482144,4
1,1,64,1,99,482145,31
1,1,25,1,3,482146,30
2,1,36,2,3,482146,16
2,2,5,2,4,482146,16
2,3,2,2,4,482146,16
3,1,42,1,3,482146,15
3,2,17,1,3,482146,15
3,3,38,2,3,482146,15
3,4,12,1,3,482146,15
3,5,14,1,3,482146,15
4,1,44,1,3,482146,66
1,1,45,1,0,482147,31
1,2,32,2,0,482147,31
2,1,51,1,3,482147,31
2,2,99,1,3,482147,31
2,3,10,1,2,482147,31
3,1,25,1,3,482147,14
3,2,51,1,3,482147,14
1,1,34,1,0,482148,30
1,1,50,1,3,482149,31
1,2,38,1,3,482149,31
2,1,67,1,0,482149,80
1,1,20,1,99,482150,2
1,2,14,1,3,482150,2
1,3,17,1,99,482150,2
0,1,38,1,0,482151,
1,1,43,1,3,482151,4
1,2,35,2,3,482151,4
0,1,14,1,0,482152,
0,2,13,1,0,482152,
1,1,20,2,3,482152,4
0,1,35,2,0,482153,
1,1,70,2,3,482153,4
1,1,57,1,99,482154,80
2,1,19,2,3,482154,4
2,2,18,2,3,482154,4
1,1,38,1,3,482155,4
2,1,23,1,3,482155,31
2,2,29,1,3,482155,31
1,1,64,2,3,482156,4
2,1,39,1,3,482156,31
2,2,54,1,3,482156,31
2,3,19,1,3,482156,31
0,1,44,2,0,482157,
1,1,32,2,3,482157,4
1,2,7,1,3,482157,4
1,3,4,2,3,482157,4
1,4,1,2,4,482157,4
2,1,26,1,3,482157,4
2,2,28,1,3,482157,4
2,3,25,1,3,482157,4
1,1,63,1,3,482158,66
1,2,64,2,0,482158,66
2,1,58,2,3,482158,4
2,2,63,2,3,482158,4
3,1,52,1,3,482158,31
3,2,51,2,3,482158,31
4,1,20,1,3,482158,4
4,2,19,2,3,482158,4
4,3,2,2,3,482158,4
5,1,68,2,3,482158,4
5,2,88,2,3,482158,4
1,1,46,1,0,482159,15
1,1,54,2,0,482160,4
2,1,33,1,3,482160,66
1,1,28,2,0,482161,80
2,1,48,2,3,482161,15
2,2,14,2,3,482161,15
1,1,28,1,3,482162,4
1,2,17,2,3,482162,4
1,3,18,2,0,482162,4
1,4,2,2,0,482162,4
1,5,0,2,4,482162,4
2,1,22,1,3,482162,30
2,2,19,1,3,482162,30
2,3,22,1,0,482162,30
2,4,0,2,0,482162,30
2,5,22,2,0,482162,30
1,1,60,1,3,482163,4
2,1,65,1,3,482163,62
1,1,49,2,5,482164,80
2,1,39,2,3,482164,14
2,2,38,1,3,482164,14
1,1,56,1,3,482165,66
2,1,80,2,0,482165,4
1,1,18,1,5,482166,80
1,1,19,1,3,482167,31
1,2,17,1,2,482167,31
1,3,18,1,3,482167,31
1,1,52,1,5,482168,80
0,1,22,1,0,482169,
1,1,30,1,3,482169,30
1,1,38,1,3,482170,31
1,2,8,2,0,482170,31
2,1,47,1,3,482170,31
2,2,46,2,3,482170,31
2,3,50,1,3,482170,31
3,1,38,1,3,482170,66
1,1,24,1,99,482171,20
0,1,69,1,0,482172,
1,1,99,9,99,482172,99
1,1,66,1,0,482173,31
1,2,39,1,0,482173,31
2,1,66,2,3,482173,4
2,2,37,1,0,482173,4
1,1,51,1,0,482174,31
1,1,20,1,0,482175,14
0,1,19,2,0,482176,
1,1,45,1,3,482176,63
1,1,25,1,0,482177,80
1,2,24,1,0,482177,80
1,1,43,1,0,482178,80
1,1,34,2,3,482179,15
2,1,29,1,3,482179,4
2,2,29,1,3,482179,4
3,1,20,1,3,482179,31
3,2,23,1,3,482179,31
1,1,52,1,3,482180,30
1,2,58,1,3,482180,30
2,1,18,1,3,482180,31
0,1,76,2,0,482181,
1,1,26,1,99,482181,52
1,1,22,1,0,482182,31
1,2,20,1,3,482182,31
1,1,42,1,0,482183,80
1,1,51,1,0,482184,80
1,1,62,2,3,482185,14
1,1,44,1,0,482186,4
2,1,53,1,3,482186,66
3,1,47,1,3,482186,66
1,1,40,1,0,482187,31
1,1,68,1,3,482188,2
2,1,74,1,3,482188,31
0,1,60,2,0,482189,
1,1,28,1,0,482189,31
1,1,24,2,0,482190,2
1,2,48,2,3,482190,2
2,1,34,1,3,482190,30
1,1,16,1,3,482191,31
2,1,54,1,3,482191,66
1,1,44,1,3,482192,66
2,1,18,1,3,482192,4
2,2,19,1,3,482192,4
1,1,34,1,0,482193,1
2,1,41,1,99,482193,66
1,1,18,2,3,482194,2
1,1,52,1,3,482195,14
1,1,37,2,0,482196,14
2,1,19,2,3,482196,4
1,1,56,1,99,482197,66
2,1,18,1,3,482197,31
1,1,42,2,0,482198,15
1,2,59,2,3,482198,15
1,1,24,1,99,482199,4
2,1,36,2,3,482199,31
1,1,48,2,0,482200,30
1,1,17,1,3,482201,2
1,2,19,1,3,482201,2
1,1,16,1,3,482202,30
1,2,26,1,3,482202,30
2,1,27,2,3,482202,2
2,2,26,1,0,482202,2
2,3,7,1,0,482202,2
1,1,18,1,3,482203,31
2,1,16,1,3,482203,30
2,2,25,1,99,482203,30
1,1,50,1,0,482204,30
2,1,43,2,3,482204,15
2,2,65,2,3,482204,15
2,3,5,2,4,482204,15
2,4,12,2,3,482204,15
1,1,24,2,3,482205,4
2,1,35,1,3,482205,31
1,1,49,1,3,482206,4
1,2,64,1,0,482206,4
2,1,24,1,3,482206,4
1,1,30,1,99,482207,31
1,1,44,1,3,482208,31
2,1,37,1,3,482208,31
1,1,44,1,0,482209,31
1,1,23,1,0,482210,14
1,2,18,2,3,482210,14
1,3,19,2,0,482210,14
1,4,18,2,0,482210,14
1,5,3,1,0,482210,14
1,6,0,1,0,482210,14
1,7,2,2,0,482210,14
1,8,3,2,0,482210,14
1,1,38,1,0,482211,4
1,1,30,1,3,482212,4
1,2,30,2,3,482212,4
1,1,41,1,99,482213,66
1,1,19,1,0,482214,4
1,1,17,2,3,482215,14
1,2,21,2,3,482215,14
1,3,17,2,0,482215,14
2,1,17,1,3,482215,31
1,1,37,1,3,482216,31
1,2,19,1,3,482216,31
2,1,23,1,0,482216,4
2,2,25,1,0,482216,4
1,1,23,1,3,482217,31
1,2,28,2,0,482217,31
1,3,25,1,0,482217,31
1,4,24,1,0,482217,31
1,1,34,1,3,482218,31
1,1,19,1,0,482219,31
1,2,20,1,0,482219,31
1,3,19,1,0,482219,31
2,1,19,1,3,482219,14
2,2,16,2,3,482219,14
1,1,54,1,3,482220,4
0,1,57,1,0,482221,
1,1,32,2,3,482221,14
1,2,39,2,3,482221,14
1,1,26,1,0,482222,14
2,1,56,1,3,482223,66
3,1,39,1,3,482223,30
1,1,20,1,0,482224,14
1,2,20,2,0,482224,14
1,3,28,1,0,482224,14
1,4,16,1,0,482224,14
1,5,20,1,0,482224,14
1,6,20,1,0,482224,14
1,7,23,1,0,482224,14
1,8,28,1,0,482224,14
1,9,16,1,0,482224,14
1,10,31,1,0,482224,14
1,11,25,1,0,482224,14
1,1,51,1,0,482225,63
1,2,48,1,0,482225,63
1,1,63,2,3,482226,4
2,1,24,2,3,482226,14
1,1,45,1,0,482227,31
0,1,24,1,0,482228,
1,1,40,1,0,482228,66
1,1,70,1,3,482229,31
2,1,46,2,3,482229,15
1,1,28,1,99,482230,66
2,1,73,1,3,482230,4
0,1,45,1,0,482231,
1,1,50,1,3,482231,4
1,1,30,1,3,482232,14
1,2,22,1,0,482232,14
1,1,18,1,0,482233,31
1,2,48,1,0,482233,31
1,1,89,1,3,482234,4
1,1,14,1,3,482235,16
1,2,15,1,3,482235,16
1,3,14,1,0,482235,16
1,4,15,1,0,482235,16
1,5,13,1,0,482235,16
1,6,14,1,0,482235,16
1,7,15,1,3,482235,16
1,8,14,1,0,482235,16
1,1,23,1,0,482236,4
1,2,18,1,0,482236,4
1,1,72,2,3,482237,4
1,1,59,1,3,482238,4
1,2,51,1,0,482238,4
1,1,48,1,3,482239,31
1,1,75,1,3,482240,4
1,2,88,1,3,482240,4
1,1,27,1,2,482241,62
1,2,28,1,2,482241,62
1,3,22,1,2,482241,62
2,1,31,1,0,482241,3
1,1,51,1,0,482242,80
1,1,69,2,3,482243,4
2,1,34,2,3,482243,20
1,1,23,1,0,482244,31
1,1,34,1,0,482245,80
1,1,48,1,0,482246,1
1,1,41,2,0,482247,15
2,1,46,1,0,482247,31
1,1,20,1,0,482248,4
1,2,20,2,0,482248,4
1,3,21,2,0,482248,4
1,4,20,2,0,482248,4
1,1,42,1,0,482249,63
2,1,25,1,99,482249,66
1,1,68,1,0,482250,15
1,2,67,2,3,482250,15
2,1,32,2,3,482250,4
1,1,27,1,0,482251,30
1,2,22,1,0,482251,30
2,1,26,1,3,482251,67
2,2,29,1,3,482251,67
2,3,31,1,3,482251,67
2,4,23,1,3,482251,67
0,1,48,1,0,482252,
1,1,27,2,0,482252,2
1,2,21,2,2,482252,2
1,1,16,1,3,482253,31
1,1,19,1,5,482254,80
1,2,20,1,5,482254,80
1,1,42,1,0,482255,66
1,1,18,2,3,482256,5
1,1,61,2,0,482257,16
1,1,33,1,3,482258,31
1,1,45,1,0,482259,80
1,1,57,1,0,482260,80
1,2,62,2,0,482260,80
1,1,35,1,0,482261,80
1,1,29,1,0,482262,15
1,1,21,1,3,482263,31
1,2,25,1,0,482263,31
1,1,46,1,0,482264,80
1,1,25,1,3,482265,4
2,1,57,1,0,482265,31
1,1,34,1,0,482266,4
1,1,21,2,3,482267,31
1,2,13,1,0,482267,31
1,3,1,1,4,482267,31
1,4,2,2,0,482267,31
2,1,37,1,3,482267,6
2,2,29,2,3,482267,6
1,1,24,1,5,482268,80
1,1,23,1,99,482269,2
2,1,21,1,3,482269,4
1,1,84,2,3,482270,4
2,1,29,2,3,482270,4
2,2,23,1,3,482270,4
1,1,38,1,0,482271,88
1,1,31,1,0,482272,4
1,1,23,1,0,482273,31
1,1,44,1,99,482274,4
1,2,32,2,3,482274,4
2,1,18,2,3,482274,14
0,1,59,1,0,482275,
1,1,58,1,3,482275,40
1,2,27,1,3,482275,40
1,1,16,1,3,482276,2
2,1,40,1,3,482276,66
1,1,68,1,3,482277,4
1,2,51,1,3,482277,4
1,3,23,1,0,482277,4
2,1,40,1,3,482277,63
1,1,23,1,5,482278,80
