VEH_NO,PER_NO,AGE,SEX,REST_USE,ST_CASE,BODY_TYP
1,2,19,1,0,481561,31
1,3,18,1,2,481561,31
1,1,49,1,3,481562,66
1,1,83,1,3,481563,4
2,1,37,1,3,481563,6
3,1,50,1,3,481563,14
3,2,45,2,3,481563,14
1,1,37,1,3,481564,66
1,1,66,1,0,481565,31
1,1,21,1,0,481566,2
0,1,20,1,0,481567,
1,1,99,9,99,481567,99
0,1,22,1,0,481568,
1,1,46,1,3,481568,4
1,1,57,1,3,481569,4
2,1,48,1,3,481569,40
3,1,65,2,3,481569,4
4,1,19,1,3,481569,4
4,2,19,1,3,481569,4
5,1,40,1,3,481569,66
0,1,62,1,0,481570,
1,1,20,1,3,481570,6
1,1,57,1,3,481571,31
1,1,81,1,3,481572,20
1,1,59,1,3,481573,14
1,1,92,2,1,481574,4
1,1,53,2,3,481575,14
1,2,3,2,2,481575,14
1,3,45,1,0,481575,14
1,1,38,2,3,481576,4
1,1,36,1,99,481577,66
2,1,36,1,99,481577,2
1,1,18,1,3,481578,31
1,1,61,1,3,481579,31
2,1,71,1,5,481579,80
0,1,28,2,0,481580,
1,1,17,1,3,481580,4
1,1,51,1,3,481581,31
2,1,27,2,3,481581,2
1,1,48,1,0,481582,4
0,1,20,1,0,481583,
1,1,46,1,3,481583,20
1,2,14,1,3,481583,20
1,3,17,1,3,481583,20
1,4,13,2,3,481583,20
1,5,55,2,3,481583,20
1,6,75,1,3,481583,20
1,7,49,2,3,481583,20
0,1,99,1,0,481584,
1,1,45,1,3,481584,40
0,1,76,1,0,481585,
1,1,26,1,3,481585,4
1,1,25,1,0,481586,31
1,2,26,1,0,481586,31
1,1,54,2,3,481587,30
0,1,53,1,0,481588,
1,1,31,1,99,481588,31
1,1,21,1,3,481589,4
1,1,37,1,3,481590,66
2,1,25,1,0,481590,4
1,1,31,1,3,481591,31
2,1,64,1,3,481591,31
2,2,57,2,3,481591,31
0,1,66,2,0,481592,
1,1,99,9,99,481592,4
1,1,37,1,3,481593,62
2,1,87,2,3,481593,4
1,1,39,1,5,481594,80
2,1,20,1,1,481594,31
1,1,22,2,99,481595,14
1,2,21,2,3,481595,14
1,3,21,2,99,481595,14
1,4,21,2,3,481595,14
2,1,22,1,3,481595,3
0,1,15,1,0,481596,
1,1,36,2,3,481596,21
1,2,11,1,3,481596,21
1,1,26,1,0,481597,14
1,2,38,1,0,481597,14
1,1,43,2,0,481598,15
1,1,41,1,3,481599,4
1,2,32,1,3,481599,4
1,3,21,1,0,481599,4
1,4,39,2,0,481599,4
1,5,28,2,0,481599,4
1,1,37,1,0,481600,31
0,1,29,1,0,481601,
1,1,41,1,3,481601,4
0,1,13,1,0,481602,
1,1,60,1,3,481602,14
1,1,25,1,3,481603,31
1,2,19,2,3,481603,31
2,1,85,1,3,481603,4
2,2,81,2,3,481603,4
0,1,83,1,6,481604,
1,1,50,2,3,481604,31
1,1,19,1,3,481605,4
1,2,18,1,3,481605,4
2,1,53,1,3,481605,63
1,1,27,2,3,481606,3
2,1,44,1,3,481606,62
1,1,26,2,3,481607,4
1,2,26,1,3,481607,4
1,1,19,2,3,481608,31
2,1,39,2,3,481608,20
0,1,42,1,0,481609,
1,1,19,1,3,481609,4
1,1,81,2,3,481610,4
1,2,84,1,3,481610,4
0,1,45,1,0,481611,
2,1,33,1,99,481611,3
1,1,41,1,99,481612,66
1,1,17,2,3,481613,3
2,1,25,1,3,481613,30
1,1,42,1,3,481614,4
2,1,26,1,3,481614,4
2,2,30,1,3,481614,4
1,1,56,1,3,481615,66
2,1,54,1,3,481615,65
2,2,13,1,0,481615,65
2,3,11,1,0,481615,65
2,4,46,2,0,481615,65
2,5,6,2,0,481615,65
1,1,21,2,3,481616,4
1,1,23,1,99,481617,31
1,2,74,1,99,481617,31
2,1,61,1,99,481617,31
1,1,45,2,0,481618,14
1,1,55,1,3,481619,20
1,2,57,1,3,481619,20
1,3,4,1,3,481619,20
1,4,39,2,3,481619,20
1,5,9,2,0,481619,20
1,6,11,1,0,481619,20
1,7,7,2,0,481619,20
2,1,43,1,3,481619,66
1,1,77,1,3,481620,2
2,1,33,1,0,481620,61
1,1,20,1,3,481621,31
1,2,17,2,3,481621,31
2,1,82,1,3,481621,4
1,1,24,1,3,481622,14
1,1,43,1,3,481623,20
1,2,40,2,3,481623,20
1,3,10,2,3,481623,20
1,4,2,2,4,481623,20
1,5,11,2,3,481623,20
1,6,6,2,3,481623,20
1,7,4,2,4,481623,20
2,1,27,2,3,481623,31
2,2,5,2,3,481623,31
2,3,7,2,0,481623,31
1,1,43,1,0,481624,80
0,1,40,1,0,481625,
0,2,41,2,0,481625,
1,1,99,9,99,481625,14
1,1,61,1,0,481626,80
1,2,42,2,0,481626,80
0,1,48,1,0,481627,
1,1,69,1,3,481627,31
1,2,69,2,3,481627,31
1,3,11,2,0,481627,31
1,4,6,2,2,481627,31
1,1,21,1,0,481628,4
1,2,16,1,0,481628,4
1,3,18,1,0,481628,4
1,4,17,1,0,481628,4
1,1,26,1,3,481629,4
1,1,58,2,3,481630,15
2,1,15,1,0,481630,80
1,1,16,1,3,481631,4
1,2,40,2,3,481631,4
2,1,17,1,3,481631,31
1,1,41,1,0,481632,4
1,1,22,2,3,481633,14
2,1,46,1,3,481633,4
2,2,39,2,3,481633,4
1,1,20,1,0,481634,30
1,2,20,1,0,481634,30
1,3,19,1,0,481634,30
1,1,44,2,3,481635,4
1,2,65,2,3,481635,4
1,3,60,2,99,481635,4
1,1,18,2,0,481636,31
1,1,63,1,1,481637,6
2,1,16,1,1,481637,30
1,1,24,2,3,481638,4
2,1,91,1,3,481638,30
0,1,80,2,0,481639,
1,1,59,1,3,481639,31
1,1,83,2,3,481640,4
2,1,57,1,3,481640,31
0,1,13,2,0,481641,
1,1,17,1,3,481641,4
1,2,17,1,3,481641,4
1,3,15,1,3,481641,4
1,4,12,1,2,481641,4
1,5,15,1,3,481641,4
1,1,25,1,3,481642,2
2,1,34,1,3,481642,31
1,1,62,2,0,481643,31
1,1,71,2,3,481644,4
1,2,71,1,3,481644,4
2,1,59,1,3,481644,31
1,1,50,1,3,481645,2
2,1,21,1,3,481645,63
1,1,80,2,2,481646,4
1,2,81,1,3,481646,4
2,1,52,1,0,481646,1
1,1,19,1,3,481647,4
1,2,43,2,3,481647,4
1,1,16,2,3,481648,14
1,2,16,2,3,481648,14
1,1,86,1,3,481649,31
2,1,39,1,3,481649,62
3,1,24,2,3,481649,4
3,2,6,2,3,481649,4
3,3,1,1,4,481649,4
0,1,3,1,0,481650,
1,1,55,1,3,481650,4
1,2,47,2,3,481650,4
1,1,41,1,0,481651,31
1,2,38,2,0,481651,31
1,1,81,1,3,481652,31
2,1,21,2,3,481652,14
1,1,70,1,0,481653,14
2,1,35,1,3,481653,21
2,2,8,1,3,481653,21
1,1,25,1,5,481654,80
1,1,48,1,0,481655,80
1,1,27,1,0,481656,4
0,1,75,1,0,481657,
0,2,27,2,0,481657,
0,3,39,1,0,481657,
1,1,46,1,3,481657,66
1,1,32,1,3,481658,30
1,2,32,2,3,481658,30
1,3,3,2,3,481658,30
1,4,5,2,8,481658,30
1,5,12,2,3,481658,30
1,1,29,1,0,481659,80
2,1,24,2,3,481659,4
3,1,44,1,3,481659,14
1,1,43,1,0,481660,31
2,1,47,1,3,481660,31
1,1,24,1,0,481661,14
1,1,18,1,3,481662,3
1,1,37,1,0,481663,80
1,1,22,1,0,481664,2
1,2,16,1,3,481664,2
0,1,70,1,0,481665,
1,1,37,1,3,481665,66
1,1,41,2,3,481666,15
1,2,35,2,3,481666,15
1,3,65,1,3,481666,15
1,4,55,2,3,481666,15
1,5,5,2,0,481666,15
1,1,34,1,3,481667,3
1,2,14,1,3,481667,3
1,3,7,1,2,481667,3
1,4,12,1,2,481667,3
1,5,10,1,2,481667,3
2,1,21,2,3,481667,31
1,1,47,1,0,481668,2
1,2,45,1,3,481668,2
2,1,55,1,3,481668,31
1,1,54,1,3,481669,66
2,1,56,1,3,481669,66
1,1,51,1,3,481670,66
2,1,30,2,3,481670,16
2,2,8,2,3,481670,16
2,3,4,1,4,481670,16
2,4,6,2,3,481670,16
2,5,1,2,4,481670,16
1,1,66,1,0,481671,4
1,1,65,1,3,481672,63
2,1,20,2,3,481672,2
1,1,58,1,3,481673,31
1,1,25,1,3,481674,31
2,1,24,1,3,481674,4
2,2,29,1,0,481674,4
1,1,32,2,2,481675,2
2,1,46,1,3,481675,4
1,1,31,1,3,481676,31
1,2,18,1,3,481676,31
1,3,16,1,3,481676,31
2,1,57,1,5,481676,80
0,1,6,1,0,481677,
1,1,52,1,99,481677,31
1,1,17,1,3,481678,4
2,1,39,2,3,481678,4
2,2,12,2,3,481678,4
2,3,9,1,3,481678,4
3,1,68,1,3,481678,15
1,1,57,2,3,481679,6
2,1,33,1,3,481679,63
1,1,48,1,3,481680,66
2,1,45,2,0,481680,14
1,1,47,1,0,481681,21
2,1,72,1,0,481681,80
1,1,44,1,3,481682,31
1,2,12,1,3,481682,31
1,3,8,1,2,481682,31
1,1,19,1,3,481683,31
1,2,18,1,0,481683,31
1,1,21,2,0,481684,4
1,1,49,1,0,481685,80
1,1,65,1,0,481686,31
1,1,20,1,0,481687,15
1,2,25,1,0,481687,15
2,1,24,1,3,481687,4
1,1,20,1,0,481688,80
2,1,49,1,3,481688,31
1,1,61,1,3,481689,31
2,1,52,1,5,481689,80
2,2,35,2,5,481689,80
1,1,28,1,3,481690,62
2,1,32,2,3,481690,2
3,1,56,1,3,481690,3
1,1,48,1,0,481691,31
1,1,62,1,3,481692,2
1,1,27,1,0,481693,31
1,1,18,1,3,481694,2
1,2,23,1,3,481694,2
1,1,20,2,0,481695,31
2,1,47,1,3,481695,31
1,1,56,1,0,481696,80
2,1,53,1,3,481696,14
2,2,53,2,3,481696,14
2,3,19,2,3,481696,14
1,1,21,1,0,481697,90
1,1,31,1,0,481698,4
1,2,23,2,3,481698,4
1,3,25,1,0,481698,4
1,4,1,1,0,481698,4
1,5,1,2,3,481698,4
2,1,26,1,3,481698,30
1,1,19,1,0,481699,80
1,1,38,1,3,481700,30
1,2,35,2,3,481700,30
1,3,8,2,0,481700,30
2,1,40,2,3,481700,4
2,2,1,2,4,481700,4
1,1,30,2,3,481701,14
1,2,37,1,99,481701,14
1,3,8,2,0,481701,14
1,4,3,1,0,481701,14
1,5,0,2,0,481701,14
1,6,15,2,0,481701,14
1,1,83,1,3,481702,4
1,1,29,1,0,481703,31
1,2,32,1,0,481703,31
1,3,32,1,3,481703,31
1,1,28,1,99,481704,31
2,1,72,2,3,481704,20
2,2,11,2,3,481704,20
3,1,33,1,3,481704,15
3,2,34,2,3,481704,15
3,3,51,2,3,481704,15
3,4,0,2,4,481704,15
3,5,2,2,4,481704,15
3,6,4,1,4,481704,15
1,1,21,1,5,481705,80
1,1,23,1,0,481706,2
1,2,16,1,0,481706,2
1,1,35,2,3,481707,14
1,1,51,2,3,481708,62
2,1,22,2,3,481708,14
2,2,19,2,3,481708,14
2,3,20,2,3,481708,14
1,1,25,1,5,481709,80
2,1,47,1,3,481709,14
2,2,43,2,3,481709,14
2,3,43,2,3,481709,14
2,4,9,2,3,481709,14
2,5,45,1,3,481709,14
2,6,12,1,3,481709,14
2,7,10,1,3,481709,14
3,1,29,1,3,481709,3
3,2,26,2,3,481709,3
3,3,18,2,3,481709,3
3,4,14,1,3,481709,3
1,1,67,1,0,481710,31
1,1,45,1,3,481711,1
0,1,25,1,0,481712,
1,1,45,1,3,481712,66
1,1,29,1,3,481713,14
0,1,45,1,0,481714,
1,1,19,1,3,481714,4
1,2,19,1,3,481714,4
2,1,27,1,3,481714,66
0,1,58,1,0,481715,
1,1,23,1,3,481715,4
1,2,21,1,3,481715,4
0,1,36,1,0,481716,
1,1,99,9,99,481716,99
2,1,99,9,99,481716,99
1,1,71,1,3,481717,4
1,2,79,2,3,481717,4
1,3,75,1,3,481717,4
2,1,47,1,3,481717,4
1,1,49,1,0,481718,31
1,2,49,2,0,481718,31
0,1,13,1,0,481719,
1,1,21,2,3,481719,4
1,1,40,2,0,481720,6
1,1,67,2,3,481721,4
2,1,38,2,3,481721,15
1,1,39,2,3,481722,15
0,1,99,9,0,481723,
1,1,43,2,3,481723,14
1,1,29,1,5,481724,80
1,1,18,2,3,481725,4
1,2,18,2,3,481725,4
1,3,17,1,3,481725,4
1,4,14,1,3,481725,4
2,1,51,1,3,481725,66
2,2,43,2,3,481725,66
1,1,52,2,3,481726,30
2,1,38,1,3,481726,31
2,2,12,1,3,481726,31
2,3,12,1,0,481726,31
2,4,6,1,3,481726,31
2,5,10,1,3,481726,31
1,1,43,1,3,481727,66
2,1,41,1,3,481727,4
1,1,44,1,3,481728,31
2,1,26,1,3,481728,2
3,1,21,1,3,481728,4
3,2,23,2,3,481728,4
3,3,2,2,3,481728,4
3,4,10,1,3,481728,4
4,1,58,1,3,481728,15
1,1,22,2,0,481729,4
1,1,54,2,3,481730,1
2,1,37,2,3,481730,4
1,1,26,1,0,481731,31
1,2,64,1,3,481731,31
1,1,20,1,99,481732,31
2,1,26,1,3,481732,20
2,2,22,1,3,481732,20
2,3,25,1,0,481732,20
3,1,41,2,3,481732,4
3,2,18,2,3,481732,4
4,1,18,2,3,481732,2
4,2,18,2,3,481732,2
1,1,21,1,3,481733,39
1,2,29,1,3,481733,39
1,3,26,1,0,481733,39
1,4,31,1,0,481733,39
1,1,33,1,0,481734,66
1,1,66,2,3,481735,16
2,1,62,2,3,481735,3
1,1,25,1,3,481736,4
2,1,27,1,5,481736,80
3,1,28,1,3,481736,4
3,2,24,1,3,481736,4
0,1,46,1,0,481737,
1,1,53,1,3,481737,31
1,2,11,2,2,481737,31
1,3,12,2,3,481737,31
1,1,18,2,0,481738,14
1,1,23,2,0,481739,4
1,1,49,2,3,481740,31
1,2,14,1,3,481740,31
1,3,2,1,4,481740,31
1,4,24,2,3,481740,31
1,5,0,1,4,481740,31
1,1,21,1,0,481741,31
1,1,29,1,0,481742,31
1,1,53,1,0,481743,31
1,1,57,1,0,481744,80
1,2,50,2,0,481744,80
1,1,50,2,3,481745,30
1,1,41,1,3,481746,66
2,1,48,1,3,481746,14
1,1,30,2,3,481747,30
1,2,32,2,3,481747,30
1,3,6,1,0,481747,30
1,4,8,1,0,481747,30
1,5,11,1,0,481747,30
1,6,8,1,0,481747,30
1,7,3,2,0,481747,30
1,8,8,1,0,481747,30
1,9,10,1,0,481747,30
1,1,29,1,3,481748,15
2,1,78,2,3,481748,4
0,1,23,1,0,481749,
1,1,40,2,3,481749,31
2,1,65,1,0,481749,31
1,1,18,1,3,481750,20
1,2,21,1,0,481750,20
1,3,18,1,0,481750,20
1,4,17,1,0,481750,20
1,1,24,1,3,481751,42
2,1,35,2,3,481751,31
2,2,9,1,3,481751,31
2,3,5,2,3,481751,31
2,4,14,2,3,481751,31
1,1,28,2,3,481752,15
1,2,64,1,3,481752,15
1,3,61,2,0,481752,15
1,4,59,2,0,481752,15
1,5,39,1,0,481752,15
1,6,39,2,0,481752,15
1,7,21,2,0,481752,15
1,1,33,1,3,481753,14
2,1,25,2,3,481753,31
1,1,35,1,0,481754,2
2,1,28,1,3,481754,2
1,1,42,1,3,481755,14
2,1,37,2,3,481755,31
2,2,8,2,2,481755,31
2,3,63,2,3,481755,31
2,4,10,2,3,481755,31
0,1,60,1,0,481756,
1,1,99,9,99,481756,99
2,1,53,1,3,481756,31
1,1,43,1,3,481757,66
2,1,37,1,0,481757,31
0,1,62,1,0,481758,
1,1,99,9,99,481758,99
1,1,44,1,3,481759,14
1,2,8,1,99,481759,14
2,1,61,2,3,481759,4
1,1,23,1,99,481760,4
2,1,46,1,3,481760,31
3,1,45,2,3,481760,4
1,1,39,1,0,481761,31
1,2,39,1,3,481761,31
1,1,24,1,0,481762,4
1,2,23,2,0,481762,4
0,1,22,1,0,481763,
1,1,20,1,3,481763,31
1,2,18,1,3,481763,31
1,1,23,1,99,481764,31
2,1,35,2,99,481764,2
1,1,28,1,0,481765,4
1,1,99,1,99,481766,2
2,1,33,1,99,481766,3
2,2,24,1,3,481766,3
2,3,23,1,99,481766,3
1,1,45,1,0,481767,80
1,1,35,1,3,481768,14
1,2,48,2,3,481768,14
2,1,25,1,3,481768,31
1,1,46,1,3,481769,63
1,2,52,1,3,481769,63
2,1,24,2,3,481769,2
1,1,32,1,3,481770,14
2,1,60,1,3,481770,4
1,1,49,1,0,481771,80
1,2,47,2,5,481771,80
1,1,35,2,3,481772,15
1,2,43,2,0,481772,15
0,1,83,2,0,481773,
1,1,29,1,3,481773,4
1,1,41,1,3,481774,66
1,2,49,2,3,481774,66
2,1,28,1,3,481774,66
1,1,13,1,0,481775,88
1,1,39,2,3,481776,4
2,1,21,2,3,481776,14
2,2,1,2,4,481776,14
2,3,0,1,4,481776,14
1,1,25,1,0,481777,4
1,1,23,1,3,481778,31
1,2,24,2,3,481778,31
0,1,62,2,0,481779,
1,1,56,1,3,481779,63
1,1,54,1,0,481780,31
2,1,18,2,3,481780,14
1,1,28,1,3,481781,4
1,2,28,2,3,481781,4
2,1,43,1,3,481781,66
1,1,51,1,0,481782,90
1,2,3,2,0,481782,90
1,3,1,2,0,481782,90
0,1,55,1,0,481783,
1,1,55,1,3,481783,14
1,2,48,2,3,481783,14
1,3,6,1,3,481783,14
1,1,18,1,0,481784,90
2,1,51,1,0,481784,2
1,1,19,1,3,481785,4
1,2,20,1,3,481785,4
1,3,22,1,3,481785,4
1,1,18,1,99,481786,4
2,1,41,1,0,481786,80
3,1,39,2,3,481786,31
3,2,3,2,3,481786,31
0,1,71,1,0,481787,
1,1,39,1,3,481787,66
1,1,25,1,5,481788,80
1,1,19,1,3,481789,30
1,1,19,1,1,481790,20
1,2,17,2,3,481790,20
1,3,59,1,1,481790,20
1,4,53,2,3,481790,20
1,1,42,1,0,481791,2
1,1,30,2,3,481792,16
1,2,10,1,3,481792,16
1,3,8,1,2,481792,16
1,4,6,2,99,481792,16
1,5,0,1,4,481792,16
2,1,21,2,3,481792,14
2,2,50,1,3,481792,14
1,1,34,1,0,481793,14
1,1,28,1,3,481794,4
1,2,26,1,3,481794,4
1,3,45,1,0,481794,4
1,1,45,1,0,481795,31
1,2,48,2,3,481795,31
1,3,47,2,0,481795,31
0,1,31,2,0,481796,
0,2,14,2,0,481796,
1,1,76,1,3,481796,30
1,1,20,1,0,481797,30
0,1,37,2,0,481798,
1,1,99,9,99,481798,99
1,1,21,2,0,481799,4
1,1,46,2,3,481800,66
2,1,47,2,3,481800,14
1,1,17,2,99,481801,16
1,2,17,1,99,481801,16
2,1,48,1,3,481801,66
1,1,66,1,3,481803,14
1,2,64,2,3,481803,14
2,1,64,1,3,481803,31
1,1,17,1,3,481804,4
2,1,53,1,3,481804,4
1,1,27,2,3,481805,14
1,2,25,1,0,481805,14
1,1,24,1,0,481806,4
1,1,46,2,3,481807,15
1,2,53,1,3,481807,15
1,3,8,2,99,481807,15
1,4,12,1,99,481807,15
1,5,7,2,2,481807,15
1,6,4,2,2,481807,15
1,7,10,1,0,481807,15
1,8,10,1,0,481807,15
1,9,11,1,99,481807,15
0,1,22,1,0,481808,
1,1,58,1,3,481808,4
1,1,21,1,0,481809,80
2,1,23,2,3,481809,4
2,2,4,2,4,481809,4
1,1,30,1,3,481810,31
2,1,54,1,3,481810,4
3,1,74,1,3,481810,15
1,1,29,1,5,481811,80
1,1,18,2,3,481812,2
2,1,32,2,3,481812,4
1,1,23,2,3,481813,1
1,1,59,1,3,481814,31
1,2,57,2,3,481814,31
1,3,4,1,4,481814,31
1,4,4,1,4,481814,31
2,1,29,2,3,481814,50
2,2,5,1,0,481814,50
2,3,11,2,0,481814,50
2,4,6,2,0,481814,50
2,5,5,2,0,481814,50
2,6,6,2,0,481814,50
2,7,15,2,0,481814,50
2,8,8,1,0,481814,50
2,9,12,1,0,481814,50
2,10,10,1,0,481814,50
2,11,7,1,0,481814,50
2,12,8,1,0,481814,50
2,13,13,1,0,481814,50
2,14,12,1,0,481814,50
2,15,13,1,0,481814,50
2,16,13,1,0,481814,50
2,17,5,1,0,481814,50
2,18,5,1,0,481814,50
2,19,10,2,0,481814,50
2,20,9,1,0,481814,50
2,21,10,1,0,481814,50
2,22,6,1,0,481814,50
0,1,18,1,0,481815,
1,1,16,2,3,481815,2
0,1,36,1,0,481816,
1,1,48,1,3,481816,4
1,2,19,1,3,481816,4
1,3,17,1,2,481816,4
0,1,43,1,0,481817,
1,1,27,1,3,481817,31
1,1,36,1,3,481818,21
2,1,25,1,3,481818,4
2,2,24,2,3,481818,4
1,1,18,1,3,481819,4
1,2,13,2,3,481819,4
2,1,67,1,3,481819,4
2,2,68,2,3,481819,4
3,1,50,1,3,481819,4
3,2,46,2,3,481819,4
1,1,26,1,0,481820,2
0,1,28,1,0,481821,
1,1,99,9,99,481821,99
1,1,54,1,0,481822,14
2,1,32,1,0,481822,4
0,1,34,1,0,481823,
1,1,55,1,3,481823,21
1,2,31,1,3,481823,21
1,1,25,1,0,481824,14
0,1,99,1,0,481825,
1,1,99,9,99,481825,99
1,1,64,1,3,481826,4
2,1,99,9,99,481826,30
1,1,34,2,99,481827,4
2,1,25,2,3,481827,4
2,2,26,1,3,481827,4
3,1,18,2,3,481827,4
3,2,18,1,3,481827,4
3,3,18,2,3,481827,4
3,4,18,2,2,481827,4
3,5,18,1,3,481827,4
0,1,23,1,0,481828,
1,1,24,1,3,481828,14
1,2,24,1,3,481828,14
1,1,24,1,0,481829,14
1,1,21,1,3,481830,14
2,1,32,1,3,481830,4
2,2,35,1,0,481830,4
0,1,33,1,0,481831,
1,1,25,2,3,481831,2
1,1,44,1,3,481832,4
2,1,29,1,0,481832,31
1,1,42,1,5,481833,80
2,1,26,2,3,481833,4
3,1,47,1,5,481833,80
1,1,21,1,3,481834,2
1,2,21,1,3,481834,2
1,1,36,2,0,481835,2
1,2,33,2,0,481835,2
0,1,22,1,0,481836,
1,1,21,2,3,481836,14
1,1,34,1,3,481837,31
1,2,20,2,3,481837,31
2,1,20,2,3,481837,4
1,1,54,2,0,481838,14
1,1,17,1,3,481839,6
1,2,17,1,3,481839,6
2,1,23,2,3,481839,14
2,2,25,1,3,481839,14
2,3,0,1,4,481839,14
1,1,64,1,3,481840,4
1,1,67,2,3,481841,4
1,2,26,1,3,481841,4
1,1,25,1,3,481842,31
1,2,25,1,3,481842,31
1,3,26,1,0,481842,31
1,1,38,1,0,481843,4
1,1,35,1,5,481844,80
2,1,34,1,3,481844,31
1,1,24,1,3,481845,31
1,2,25,1,3,481845,31
2,1,32,1,3,481845,4
1,1,48,1,0,481846,80
1,1,24,1,3,481847,4
1,1,20,1,3,481848,31
1,2,34,1,3,481848,31
1,1,57,1,3,481849,66
2,1,72,1,3,481849,31
0,1,49,2,0,481850,
1,1,36,1,3,481850,66
1,2,17,1,3,481850,66
1,1,21,1,5,481851,80
2,1,78,1,0,481851,31
0,1,11,2,0,481852,
1,1,22,2,3,481852,4
1,1,30,2,3,481853,4
1,2,50,2,3,481853,4
1,3,6,2,4,481853,4
1,4,25,2,3,481853,4
2,1,35,2,3,481853,31
2,2,40,1,3,481853,31
0,1,22,1,0,481854,
1,1,35,1,3,481854,4
1,2,34,1,1,481854,4
1,1,15,2,3,481855,16
1,2,44,1,3,481855,16
1,3,13,1,3,481855,16
1,4,44,2,0,481855,16
0,1,24,1,0,481856,
1,1,55,2,3,481856,4
0,1,27,1,0,481857,
1,1,99,9,99,481857,99
1,1,37,1,0,481858,16
1,2,40,2,0,481858,16
1,3,22,1,0,481858,16
1,4,30,1,0,481858,16
1,5,19,1,0,481858,16
1,6,33,1,0,481858,16
1,7,29,1,0,481858,16
1,8,24,1,0,481858,16
1,9,29,2,0,481858,16
1,10,29,1,0,481858,16
1,11,23,2,0,481858,16
1,12,23,2,0,481858,16
1,13,31,1,0,481858,16
1,14,30,1,0,481858,16
1,1,19,1,0,481859,80
2,1,20,1,3,481859,4
1,1,31,1,3,481860,16
2,1,65,1,3,481860,15
3,1,41,1,0,481860,80
1,1,89,1,3,481861,4
1,2,53,1,3,481861,4
2,1,86,1,3,481861,15
1,1,38,1,3,481862,14
2,1,59,1,3,481862,4
0,1,75,1,0,481863,
1,1,62,1,3,481863,66
1,1,65,2,3,481864,4
1,2,28,2,3,481864,4
1,3,0,2,3,481864,4
2,1,28,2,3,481864,15
2,2,6,1,3,481864,15
2,3,10,1,3,481864,15
2,4,99,1,2,481864,15
2,5,10,2,3,481864,15
3,1,18,1,3,481864,2
3,2,47,2,3,481864,2
3,3,42,1,3,481864,2
1,1,44,2,3,481865,4
2,1,22,1,0,481865,4
2,2,16,1,3,481865,4
2,3,17,1,0,481865,4
2,4,16,2,0,481865,4
2,5,15,2,0,481865,4
1,1,19,1,0,481866,80
1,1,20,1,1,481867,3
1,1,22,2,0,481868,4
1,1,17,1,0,481869,31
1,2,15,2,0,481869,31
1,3,18,1,0,481869,31
1,4,17,1,0,481869,31
1,5,19,1,0,481869,31
2,1,48,1,3,481869,15
1,1,50,1,3,481870,66
2,1,45,1,99,481870,20
3,1,50,1,3,481870,66
0,1,59,1,0,481871,
1,1,20,1,3,481871,4
1,2,23,1,3,481871,4
1,1,83,1,3,481872,31
1,1,47,1,0,481873,80
1,1,99,9,99,481874,61
2,1,45,1,3,481874,66
1,1,29,2,99,481875,15
1,2,34,2,3,481875,15
1,3,13,1,99,481875,15
1,4,1,1,4,481875,15
1,5,7,1,3,481875,15
1,6,4,1,3,481875,15
1,1,21,1,3,481876,6
1,2,20,1,0,481876,6
1,3,16,1,0,481876,6
1,4,18,2,0,481876,6
1,5,16,2,0,481876,6
2,1,19,1,3,481876,4
2,2,23,2,3,481876,4
2,3,19,2,0,481876,4
2,4,17,1,0,481876,4
1,1,33,1,3,481877,2
2,1,47,1,3,481877,4
3,1,27,1,3,481877,20
3,2,26,2,3,481877,20
3,3,6,1,3,481877,20
3,4,1,1,4,481877,20
3,5,3,2,4,481877,20
4,1,43,1,3,481877,20
5,1,42,1,3,481877,4
1,1,80,2,0,481878,4
2,1,21,1,3,481878,14
1,1,38,1,0,481879,4
1,1,61,1,3,481880,66
2,1,49,2,3,481880,4
1,1,37,2,3,481881,15
1,2,8,2,2,481881,15
1,3,7,2,3,481881,15
2,1,28,1,3,481881,4
2,2,28,2,3,481881,4
1,1,68,1,3,481882,66
2,1,66,1,2,481882,31
1,1,20,1,5,481883,80
0,1,10,1,0,481884,
1,1,23,1,3,481884,14
1,1,34,2,0,481885,4
1,1,40,1,0,481886,4
1,1,50,2,0,481887,4
1,1,20,1,3,481888,14
1,1,23,2,3,481889,4
2,1,34,1,3,481889,4
2,2,63,2,3,481889,4
2,3,84,2,0,481889,4
1,1,43,1,3,481890,14
2,1,38,1,3,481890,31
2,2,28,1,3,481890,31
2,3,28,1,3,481890,31
2,4,25,1,3,481890,31
3,1,36,1,3,481890,14
3,2,21,1,3,481890,14
4,1,31,1,3,481890,4
4,2,19,2,3,481890,4
1,1,17,1,0,481891,14
1,1,45,1,5,481892,80
1,1,17,2,0,481893,31
1,1,21,1,5,481894,80
2,1,20,1,3,481894,2
3,1,25,2,3,481894,4
3,2,20,2,3,481894,4
1,1,54,2,0,481895,31
1,1,22,1,3,481896,4
1,1,45,1,0,481897,80
2,1,69,2,3,481897,4
1,1,18,1,0,481898,14
1,1,27,1,3,481899,66
2,1,37,2,3,481899,4
1,1,22,2,0,481900,2
1,2,21,2,3,481900,2
1,1,60,2,3,481901,4
2,1,18,1,3,481901,66
2,2,32,1,3,481901,66
1,1,18,1,0,481902,80
1,1,23,1,0,481903,30
1,2,24,1,3,481903,30
1,1,57,2,3,481904,21
1,2,38,1,99,481904,21
0,1,67,2,0,481905,
1,1,62,1,3,481905,62
