,State,FIPS_State,FIPS_County,County,County_State
0,AL,01,001,Autauga County,"Autauga County, AL"
1,AL,01,003,Baldwin County,"Baldwin County, AL"
2,AL,01,005,Barbour County,"Barbour County, AL"
3,AL,01,007,Bibb County,"Bibb County, AL"
4,AL,01,009,Blount County,"Blount County, AL"
5,AL,01,011,Bullock County,"Bullock County, AL"
6,AL,01,013,Butler County,"Butler County, AL"
7,AL,01,015,Calhoun County,"Calhoun County, AL"
8,AL,01,017,Chambers County,"Chambers County, AL"
9,AL,01,019,Cherokee County,"Cherokee County, AL"
10,AL,01,021,Chilton County,"Chilton County, AL"
11,AL,01,023,Choctaw County,"Choctaw County, AL"
12,AL,01,025,Clarke County,"Clarke County, AL"
13,AL,01,027,Clay County,"Clay County, AL"
14,AL,01,029,Cleburne County,"Cleburne County, AL"
15,AL,01,031,Coffee County,"Coffee County, AL"
16,AL,01,033,Colbert County,"Colbert County, AL"
17,AL,01,035,Conecuh County,"Conecuh County, AL"
18,AL,01,037,Coosa County,"Coosa County, AL"
19,AL,01,039,Covington County,"Covington County, AL"
20,AL,01,041,Crenshaw County,"Crenshaw County, AL"
21,AL,01,043,Cullman County,"Cullman County, AL"
22,AL,01,045,Dale County,"Dale County, AL"
23,AL,01,047,Dallas County,"Dallas County, AL"
24,AL,01,049,DeKalb County,"DeKalb County, AL"
25,AL,01,051,Elmore County,"Elmore County, AL"
26,AL,01,053,Escambia County,"Escambia County, AL"
27,AL,01,055,Etowah County,"Etowah County, AL"
28,AL,01,057,Fayette County,"Fayette County, AL"
29,AL,01,059,Franklin County,"Franklin County, AL"
30,AL,01,061,Geneva County,"Geneva County, AL"
31,AL,01,063,Greene County,"Greene County, AL"
32,AL,01,065,Hale County,"Hale County, AL"
33,AL,01,067,Henry County,"Henry County, AL"
34,AL,01,069,Houston County,"Houston County, AL"
35,AL,01,071,Jackson County,"Jackson County, AL"
36,AL,01,073,Jefferson County,"Jefferson County, AL"
37,AL,01,075,Lamar County,"Lamar County, AL"
38,AL,01,077,Lauderdale County,"Lauderdale County, AL"
39,AL,01,079,Lawrence County,"Lawrence County, AL"
40,AL,01,081,Lee County,"Lee County, AL"
41,AL,01,083,Limestone County,"Limestone County, AL"
42,AL,01,085,Lowndes County,"Lowndes County, AL"
43,AL,01,087,Macon County,"Macon County, AL"
44,AL,01,089,Madison County,"Madison County, AL"
45,AL,01,091,Marengo County,"Marengo County, AL"
46,AL,01,093,Marion County,"Marion County, AL"
47,AL,01,095,Marshall County,"Marshall County, AL"
48,AL,01,097,Mobile County,"Mobile County, AL"
49,AL,01,099,Monroe County,"Monroe County, AL"
50,AL,01,101,Montgomery County,"Montgomery County, AL"
51,AL,01,103,Morgan County,"Morgan County, AL"
52,AL,01,105,Perry County,"Perry County, AL"
53,AL,01,107,Pickens County,"Pickens County, AL"
54,AL,01,109,Pike County,"Pike County, AL"
55,AL,01,111,Randolph County,"Randolph County, AL"
56,AL,01,113,Russell County,"Russell County, AL"
57,AL,01,115,St. Clair County,"St. Clair County, AL"
58,AL,01,117,Shelby County,"Shelby County, AL"
59,AL,01,119,Sumter County,"Sumter County, AL"
60,AL,01,121,Talladega County,"Talladega County, AL"
61,AL,01,123,Tallapoosa County,"Tallapoosa County, AL"
62,AL,01,125,Tuscaloosa County,"Tuscaloosa County, AL"
63,AL,01,127,Walker County,"Walker County, AL"
64,AL,01,129,Washington County,"Washington County, AL"
65,AL,01,131,Wilcox County,"Wilcox County, AL"
66,AL,01,133,Winston County,"Winston County, AL"
67,AK,02,013,Aleutians East Borough,"Aleutians East Borough, AK"
68,AK,02,016,Aleutians West Census Area,"Aleutians West Census Area, AK"
69,AK,02,020,Anchorage Municipality,"Anchorage Municipality, AK"
70,AK,02,050,Bethel Census Area,"Bethel Census Area, AK"
71,AK,02,060,Bristol Bay Borough,"Bristol Bay Borough, AK"
72,AK,02,068,Denali Borough,"Denali Borough, AK"
73,AK,02,070,Dillingham Census Area,"Dillingham Census Area, AK"
74,AK,02,090,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK"
75,AK,02,100,Haines Borough,"Haines Borough, AK"
76,AK,02,105,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, AK"
77,AK,02,110,Juneau City and Borough,"Juneau City and Borough, AK"
78,AK,02,122,Kenai Peninsula Borough,"Kenai Peninsula Borough, AK"
79,AK,02,130,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, AK"
80,AK,02,150,Kodiak Island Borough,"Kodiak Island Borough, AK"
81,AK,02,164,Lake and Peninsula Borough,"Lake and Peninsula Borough, AK"
82,AK,02,170,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, AK"
83,AK,02,180,Nome Census Area,"Nome Census Area, AK"
84,AK,02,185,North Slope Borough,"North Slope Borough, AK"
85,AK,02,188,Northwest Arctic Borough,"Northwest Arctic Borough, AK"
86,AK,02,195,Petersburg Census Area,"Petersburg Census Area, AK"
87,AK,02,198,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, AK"
88,AK,02,220,Sitka City and Borough,"Sitka City and Borough, AK"
89,AK,02,230,Skagway Municipality,"Skagway Municipality, AK"
90,AK,02,240,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, AK"
91,AK,02,261,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, AK"
92,AK,02,270,Wade Hampton Census Area,"Wade Hampton Census Area, AK"
93,AK,02,275,Wrangell City and Borough,"Wrangell City and Borough, AK"
94,AK,02,282,Yakutat City and Borough,"Yakutat City and Borough, AK"
95,AK,02,290,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, AK"
96,AZ,04,001,Apache County,"Apache County, AZ"
97,AZ,04,003,Cochise County,"Cochise County, AZ"
98,AZ,04,005,Coconino County,"Coconino County, AZ"
99,AZ,04,007,Gila County,"Gila County, AZ"
100,AZ,04,009,Graham County,"Graham County, AZ"
101,AZ,04,011,Greenlee County,"Greenlee County, AZ"
102,AZ,04,012,La Paz County,"La Paz County, AZ"
103,AZ,04,013,Maricopa County,"Maricopa County, AZ"
104,AZ,04,015,Mohave County,"Mohave County, AZ"
105,AZ,04,017,Navajo County,"Navajo County, AZ"
106,AZ,04,019,Pima County,"Pima County, AZ"
107,AZ,04,021,Pinal County,"Pinal County, AZ"
108,AZ,04,023,Santa Cruz County,"Santa Cruz County, AZ"
109,AZ,04,025,Yavapai County,"Yavapai County, AZ"
110,AZ,04,027,Yuma County,"Yuma County, AZ"
111,AR,05,001,Arkansas County,"Arkansas County, AR"
112,AR,05,003,Ashley County,"Ashley County, AR"
113,AR,05,005,Baxter County,"Baxter County, AR"
114,AR,05,007,Benton County,"Benton County, AR"
115,AR,05,009,Boone County,"Boone County, AR"
116,AR,05,011,Bradley County,"Bradley County, AR"
117,AR,05,013,Calhoun County,"Calhoun County, AR"
118,AR,05,015,Carroll County,"Carroll County, AR"
119,AR,05,017,Chicot County,"Chicot County, AR"
120,AR,05,019,Clark County,"Clark County, AR"
121,AR,05,021,Clay County,"Clay County, AR"
122,AR,05,023,Cleburne County,"Cleburne County, AR"
123,AR,05,025,Cleveland County,"Cleveland County, AR"
124,AR,05,027,Columbia County,"Columbia County, AR"
125,AR,05,029,Conway County,"Conway County, AR"
126,AR,05,031,Craighead County,"Craighead County, AR"
127,AR,05,033,Crawford County,"Crawford County, AR"
128,AR,05,035,Crittenden County,"Crittenden County, AR"
129,AR,05,037,Cross County,"Cross County, AR"
130,AR,05,039,Dallas County,"Dallas County, AR"
131,AR,05,041,Desha County,"Desha County, AR"
132,AR,05,043,Drew County,"Drew County, AR"
133,AR,05,045,Faulkner County,"Faulkner County, AR"
134,AR,05,047,Franklin County,"Franklin County, AR"
135,AR,05,049,Fulton County,"Fulton County, AR"
136,AR,05,051,Garland County,"Garland County, AR"
137,AR,05,053,Grant County,"Grant County, AR"
138,AR,05,055,Greene County,"Greene County, AR"
139,AR,05,057,Hempstead County,"Hempstead County, AR"
140,AR,05,059,Hot Spring County,"Hot Spring County, AR"
141,AR,05,061,Howard County,"Howard County, AR"
142,AR,05,063,Independence County,"Independence County, AR"
143,AR,05,065,Izard County,"Izard County, AR"
144,AR,05,067,Jackson County,"Jackson County, AR"
145,AR,05,069,Jefferson County,"Jefferson County, AR"
146,AR,05,071,Johnson County,"Johnson County, AR"
147,AR,05,073,Lafayette County,"Lafayette County, AR"
148,AR,05,075,Lawrence County,"Lawrence County, AR"
149,AR,05,077,Lee County,"Lee County, AR"
150,AR,05,079,Lincoln County,"Lincoln County, AR"
151,AR,05,081,Little River County,"Little River County, AR"
152,AR,05,083,Logan County,"Logan County, AR"
153,AR,05,085,Lonoke County,"Lonoke County, AR"
154,AR,05,087,Madison County,"Madison County, AR"
155,AR,05,089,Marion County,"Marion County, AR"
156,AR,05,091,Miller County,"Miller County, AR"
157,AR,05,093,Mississippi County,"Mississippi County, AR"
158,AR,05,095,Monroe County,"Monroe County, AR"
159,AR,05,097,Montgomery County,"Montgomery County, AR"
160,AR,05,099,Nevada County,"Nevada County, AR"
161,AR,05,101,Newton County,"Newton County, AR"
162,AR,05,103,Ouachita County,"Ouachita County, AR"
163,AR,05,105,Perry County,"Perry County, AR"
164,AR,05,107,Phillips County,"Phillips County, AR"
165,AR,05,109,Pike County,"Pike County, AR"
166,AR,05,111,Poinsett County,"Poinsett County, AR"
167,AR,05,113,Polk County,"Polk County, AR"
168,AR,05,115,Pope County,"Pope County, AR"
169,AR,05,117,Prairie County,"Prairie County, AR"
170,AR,05,119,Pulaski County,"Pulaski County, AR"
171,AR,05,121,Randolph County,"Randolph County, AR"
172,AR,05,123,St. Francis County,"St. Francis County, AR"
173,AR,05,125,Saline County,"Saline County, AR"
174,AR,05,127,Scott County,"Scott County, AR"
175,AR,05,129,Searcy County,"Searcy County, AR"
176,AR,05,131,Sebastian County,"Sebastian County, AR"
177,AR,05,133,Sevier County,"Sevier County, AR"
178,AR,05,135,Sharp County,"Sharp County, AR"
179,AR,05,137,Stone County,"Stone County, AR"
180,AR,05,139,Union County,"Union County, AR"
181,AR,05,141,Van Buren County,"Van Buren County, AR"
182,AR,05,143,Washington County,"Washington County, AR"
183,AR,05,145,White County,"White County, AR"
184,AR,05,147,Woodruff County,"Woodruff County, AR"
185,AR,05,149,Yell County,"Yell County, AR"
186,CA,06,001,Alameda County,"Alameda County, CA"
187,CA,06,003,Alpine County,"Alpine County, CA"
188,CA,06,005,Amador County,"Amador County, CA"
189,CA,06,007,Butte County,"Butte County, CA"
190,CA,06,009,Calaveras County,"Calaveras County, CA"
191,CA,06,011,Colusa County,"Colusa County, CA"
192,CA,06,013,Contra Costa County,"Contra Costa County, CA"
193,CA,06,015,Del Norte County,"Del Norte County, CA"
194,CA,06,017,El Dorado County,"El Dorado County, CA"
195,CA,06,019,Fresno County,"Fresno County, CA"
196,CA,06,021,Glenn County,"Glenn County, CA"
197,CA,06,023,Humboldt County,"Humboldt County, CA"
198,CA,06,025,Imperial County,"Imperial County, CA"
199,CA,06,027,Inyo County,"Inyo County, CA"
200,CA,06,029,Kern County,"Kern County, CA"
201,CA,06,031,Kings County,"Kings County, CA"
202,CA,06,033,Lake County,"Lake County, CA"
203,CA,06,035,Lassen County,"Lassen County, CA"
204,CA,06,037,Los Angeles County,"Los Angeles County, CA"
205,CA,06,039,Madera County,"Madera County, CA"
206,CA,06,041,Marin County,"Marin County, CA"
207,CA,06,043,Mariposa County,"Mariposa County, CA"
208,CA,06,045,Mendocino County,"Mendocino County, CA"
209,CA,06,047,Merced County,"Merced County, CA"
210,CA,06,049,Modoc County,"Modoc County, CA"
211,CA,06,051,Mono County,"Mono County, CA"
212,CA,06,053,Monterey County,"Monterey County, CA"
213,CA,06,055,Napa County,"Napa County, CA"
214,CA,06,057,Nevada County,"Nevada County, CA"
215,CA,06,059,Orange County,"Orange County, CA"
216,CA,06,061,Placer County,"Placer County, CA"
217,CA,06,063,Plumas County,"Plumas County, CA"
218,CA,06,065,Riverside County,"Riverside County, CA"
219,CA,06,067,Sacramento County,"Sacramento County, CA"
220,CA,06,069,San Benito County,"San Benito County, CA"
221,CA,06,071,San Bernardino County,"San Bernardino County, CA"
222,CA,06,073,San Diego County,"San Diego County, CA"
223,CA,06,075,San Francisco County,"San Francisco County, CA"
224,CA,06,077,San Joaquin County,"San Joaquin County, CA"
225,CA,06,079,San Luis Obispo County,"San Luis Obispo County, CA"
226,CA,06,081,San Mateo County,"San Mateo County, CA"
227,CA,06,083,Santa Barbara County,"Santa Barbara County, CA"
228,CA,06,085,Santa Clara County,"Santa Clara County, CA"
229,CA,06,087,Santa Cruz County,"Santa Cruz County, CA"
230,CA,06,089,Shasta County,"Shasta County, CA"
231,CA,06,091,Sierra County,"Sierra County, CA"
232,CA,06,093,Siskiyou County,"Siskiyou County, CA"
233,CA,06,095,Solano County,"Solano County, CA"
234,CA,06,097,Sonoma County,"Sonoma County, CA"
235,CA,06,099,Stanislaus County,"Stanislaus County, CA"
236,CA,06,101,Sutter County,"Sutter County, CA"
237,CA,06,103,Tehama County,"Tehama County, CA"
238,CA,06,105,Trinity County,"Trinity County, CA"
239,CA,06,107,Tulare County,"Tulare County, CA"
240,CA,06,109,Tuolumne County,"Tuolumne County, CA"
241,CA,06,111,Ventura County,"Ventura County, CA"
242,CA,06,113,Yolo County,"Yolo County, CA"
243,CA,06,115,Yuba County,"Yuba County, CA"
244,CO,08,001,Adams County,"Adams County, CO"
245,CO,08,003,Alamosa County,"Alamosa County, CO"
246,CO,08,005,Arapahoe County,"Arapahoe County, CO"
247,CO,08,007,Archuleta County,"Archuleta County, CO"
248,CO,08,009,Baca County,"Baca County, CO"
249,CO,08,011,Bent County,"Bent County, CO"
250,CO,08,013,Boulder County,"Boulder County, CO"
251,CO,08,014,Broomfield County,"Broomfield County, CO"
252,CO,08,015,Chaffee County,"Chaffee County, CO"
253,CO,08,017,Cheyenne County,"Cheyenne County, CO"
254,CO,08,019,Clear Creek County,"Clear Creek County, CO"
255,CO,08,021,Conejos County,"Conejos County, CO"
256,CO,08,023,Costilla County,"Costilla County, CO"
257,CO,08,025,Crowley County,"Crowley County, CO"
258,CO,08,027,Custer County,"Custer County, CO"
259,CO,08,029,Delta County,"Delta County, CO"
260,CO,08,031,Denver County,"Denver County, CO"
261,CO,08,033,Dolores County,"Dolores County, CO"
262,CO,08,035,Douglas County,"Douglas County, CO"
263,CO,08,037,Eagle County,"Eagle County, CO"
264,CO,08,039,Elbert County,"Elbert County, CO"
265,CO,08,041,El Paso County,"El Paso County, CO"
266,CO,08,043,Fremont County,"Fremont County, CO"
267,CO,08,045,Garfield County,"Garfield County, CO"
268,CO,08,047,Gilpin County,"Gilpin County, CO"
269,CO,08,049,Grand County,"Grand County, CO"
270,CO,08,051,Gunnison County,"Gunnison County, CO"
271,CO,08,053,Hinsdale County,"Hinsdale County, CO"
272,CO,08,055,Huerfano County,"Huerfano County, CO"
273,CO,08,057,Jackson County,"Jackson County, CO"
274,CO,08,059,Jefferson County,"Jefferson County, CO"
275,CO,08,061,Kiowa County,"Kiowa County, CO"
276,CO,08,063,Kit Carson County,"Kit Carson County, CO"
277,CO,08,065,Lake County,"Lake County, CO"
278,CO,08,067,La Plata County,"La Plata County, CO"
279,CO,08,069,Larimer County,"Larimer County, CO"
280,CO,08,071,Las Animas County,"Las Animas County, CO"
281,CO,08,073,Lincoln County,"Lincoln County, CO"
282,CO,08,075,Logan County,"Logan County, CO"
283,CO,08,077,Mesa County,"Mesa County, CO"
284,CO,08,079,Mineral County,"Mineral County, CO"
285,CO,08,081,Moffat County,"Moffat County, CO"
286,CO,08,083,Montezuma County,"Montezuma County, CO"
287,CO,08,085,Montrose County,"Montrose County, CO"
288,CO,08,087,Morgan County,"Morgan County, CO"
289,CO,08,089,Otero County,"Otero County, CO"
290,CO,08,091,Ouray County,"Ouray County, CO"
291,CO,08,093,Park County,"Park County, CO"
292,CO,08,095,Phillips County,"Phillips County, CO"
293,CO,08,097,Pitkin County,"Pitkin County, CO"
294,CO,08,099,Prowers County,"Prowers County, CO"
295,CO,08,101,Pueblo County,"Pueblo County, CO"
296,CO,08,103,Rio Blanco County,"Rio Blanco County, CO"
297,CO,08,105,Rio Grande County,"Rio Grande County, CO"
298,CO,08,107,Routt County,"Routt County, CO"
299,CO,08,109,Saguache County,"Saguache County, CO"
300,CO,08,111,San Juan County,"San Juan County, CO"
301,CO,08,113,San Miguel County,"San Miguel County, CO"
302,CO,08,115,Sedgwick County,"Sedgwick County, CO"
303,CO,08,117,Summit County,"Summit County, CO"
304,CO,08,119,Teller County,"Teller County, CO"
305,CO,08,121,Washington County,"Washington County, CO"
306,CO,08,123,Weld County,"Weld County, CO"
307,CO,08,125,Yuma County,"Yuma County, CO"
308,CT,09,001,Fairfield County,"Fairfield County, CT"
309,CT,09,003,Hartford County,"Hartford County, CT"
310,CT,09,005,Litchfield County,"Litchfield County, CT"
311,CT,09,007,Middlesex County,"Middlesex County, CT"
312,CT,09,009,New Haven County,"New Haven County, CT"
313,CT,09,011,New London County,"New London County, CT"
314,CT,09,013,Tolland County,"Tolland County, CT"
315,CT,09,015,Windham County,"Windham County, CT"
316,DE,10,001,Kent County,"Kent County, DE"
317,DE,10,003,New Castle County,"New Castle County, DE"
318,DE,10,005,Sussex County,"Sussex County, DE"
319,DC,11,001,District of Columbia,"District of Columbia, DC"
320,FL,12,001,Alachua County,"Alachua County, FL"
321,FL,12,003,Baker County,"Baker County, FL"
322,FL,12,005,Bay County,"Bay County, FL"
323,FL,12,007,Bradford County,"Bradford County, FL"
324,FL,12,009,Brevard County,"Brevard County, FL"
325,FL,12,011,Broward County,"Broward County, FL"
326,FL,12,013,Calhoun County,"Calhoun County, FL"
327,FL,12,015,Charlotte County,"Charlotte County, FL"
328,FL,12,017,Citrus County,"Citrus County, FL"
329,FL,12,019,Clay County,"Clay County, FL"
330,FL,12,021,Collier County,"Collier County, FL"
331,FL,12,023,Columbia County,"Columbia County, FL"
332,FL,12,027,DeSoto County,"DeSoto County, FL"
333,FL,12,029,Dixie County,"Dixie County, FL"
334,FL,12,031,Duval County,"Duval County, FL"
335,FL,12,033,Escambia County,"Escambia County, FL"
336,FL,12,035,Flagler County,"Flagler County, FL"
337,FL,12,037,Franklin County,"Franklin County, FL"
338,FL,12,039,Gadsden County,"Gadsden County, FL"
339,FL,12,041,Gilchrist County,"Gilchrist County, FL"
340,FL,12,043,Glades County,"Glades County, FL"
341,FL,12,045,Gulf County,"Gulf County, FL"
342,FL,12,047,Hamilton County,"Hamilton County, FL"
343,FL,12,049,Hardee County,"Hardee County, FL"
344,FL,12,051,Hendry County,"Hendry County, FL"
345,FL,12,053,Hernando County,"Hernando County, FL"
346,FL,12,055,Highlands County,"Highlands County, FL"
347,FL,12,057,Hillsborough County,"Hillsborough County, FL"
348,FL,12,059,Holmes County,"Holmes County, FL"
349,FL,12,061,Indian River County,"Indian River County, FL"
350,FL,12,063,Jackson County,"Jackson County, FL"
351,FL,12,065,Jefferson County,"Jefferson County, FL"
352,FL,12,067,Lafayette County,"Lafayette County, FL"
353,FL,12,069,Lake County,"Lake County, FL"
354,FL,12,071,Lee County,"Lee County, FL"
355,FL,12,073,Leon County,"Leon County, FL"
356,FL,12,075,Levy County,"Levy County, FL"
357,FL,12,077,Liberty County,"Liberty County, FL"
358,FL,12,079,Madison County,"Madison County, FL"
359,FL,12,081,Manatee County,"Manatee County, FL"
360,FL,12,083,Marion County,"Marion County, FL"
361,FL,12,085,Martin County,"Martin County, FL"
362,FL,12,086,Miami-Dade County,"Miami-Dade County, FL"
363,FL,12,087,Monroe County,"Monroe County, FL"
364,FL,12,089,Nassau County,"Nassau County, FL"
365,FL,12,091,Okaloosa County,"Okaloosa County, FL"
366,FL,12,093,Okeechobee County,"Okeechobee County, FL"
367,FL,12,095,Orange County,"Orange County, FL"
368,FL,12,097,Osceola County,"Osceola County, FL"
369,FL,12,099,Palm Beach County,"Palm Beach County, FL"
370,FL,12,101,Pasco County,"Pasco County, FL"
371,FL,12,103,Pinellas County,"Pinellas County, FL"
372,FL,12,105,Polk County,"Polk County, FL"
373,FL,12,107,Putnam County,"Putnam County, FL"
374,FL,12,109,St. Johns County,"St. Johns County, FL"
375,FL,12,111,St. Lucie County,"St. Lucie County, FL"
376,FL,12,113,Santa Rosa County,"Santa Rosa County, FL"
377,FL,12,115,Sarasota County,"Sarasota County, FL"
378,FL,12,117,Seminole County,"Seminole County, FL"
379,FL,12,119,Sumter County,"Sumter County, FL"
380,FL,12,121,Suwannee County,"Suwannee County, FL"
381,FL,12,123,Taylor County,"Taylor County, FL"
382,FL,12,125,Union County,"Union County, FL"
383,FL,12,127,Volusia County,"Volusia County, FL"
384,FL,12,129,Wakulla County,"Wakulla County, FL"
385,FL,12,131,Walton County,"Walton County, FL"
386,FL,12,133,Washington County,"Washington County, FL"
387,GA,13,001,Appling County,"Appling County, GA"
388,GA,13,003,Atkinson County,"Atkinson County, GA"
389,GA,13,005,Bacon County,"Bacon County, GA"
390,GA,13,007,Baker County,"Baker County, GA"
391,GA,13,009,Baldwin County,"Baldwin County, GA"
392,GA,13,011,Banks County,"Banks County, GA"
393,GA,13,013,Barrow County,"Barrow County, GA"
394,GA,13,015,Bartow County,"Bartow County, GA"
395,GA,13,017,Ben Hill County,"Ben Hill County, GA"
396,GA,13,019,Berrien County,"Berrien County, GA"
397,GA,13,021,Bibb County,"Bibb County, GA"
398,GA,13,023,Bleckley County,"Bleckley County, GA"
399,GA,13,025,Brantley County,"Brantley County, GA"
400,GA,13,027,Brooks County,"Brooks County, GA"
401,GA,13,029,Bryan County,"Bryan County, GA"
402,GA,13,031,Bulloch County,"Bulloch County, GA"
403,GA,13,033,Burke County,"Burke County, GA"
404,GA,13,035,Butts County,"Butts County, GA"
405,GA,13,037,Calhoun County,"Calhoun County, GA"
406,GA,13,039,Camden County,"Camden County, GA"
407,GA,13,043,Candler County,"Candler County, GA"
408,GA,13,045,Carroll County,"Carroll County, GA"
409,GA,13,047,Catoosa County,"Catoosa County, GA"
410,GA,13,049,Charlton County,"Charlton County, GA"
411,GA,13,051,Chatham County,"Chatham County, GA"
412,GA,13,053,Chattahoochee County,"Chattahoochee County, GA"
413,GA,13,055,Chattooga County,"Chattooga County, GA"
414,GA,13,057,Cherokee County,"Cherokee County, GA"
415,GA,13,059,Clarke County,"Clarke County, GA"
416,GA,13,061,Clay County,"Clay County, GA"
417,GA,13,063,Clayton County,"Clayton County, GA"
418,GA,13,065,Clinch County,"Clinch County, GA"
419,GA,13,067,Cobb County,"Cobb County, GA"
420,GA,13,069,Coffee County,"Coffee County, GA"
421,GA,13,071,Colquitt County,"Colquitt County, GA"
422,GA,13,073,Columbia County,"Columbia County, GA"
423,GA,13,075,Cook County,"Cook County, GA"
424,GA,13,077,Coweta County,"Coweta County, GA"
425,GA,13,079,Crawford County,"Crawford County, GA"
426,GA,13,081,Crisp County,"Crisp County, GA"
427,GA,13,083,Dade County,"Dade County, GA"
428,GA,13,085,Dawson County,"Dawson County, GA"
429,GA,13,087,Decatur County,"Decatur County, GA"
430,GA,13,089,DeKalb County,"DeKalb County, GA"
431,GA,13,091,Dodge County,"Dodge County, GA"
432,GA,13,093,Dooly County,"Dooly County, GA"
433,GA,13,095,Dougherty County,"Dougherty County, GA"
434,GA,13,097,Douglas County,"Douglas County, GA"
435,GA,13,099,Early County,"Early County, GA"
436,GA,13,101,Echols County,"Echols County, GA"
437,GA,13,103,Effingham County,"Effingham County, GA"
438,GA,13,105,Elbert County,"Elbert County, GA"
439,GA,13,107,Emanuel County,"Emanuel County, GA"
440,GA,13,109,Evans County,"Evans County, GA"
441,GA,13,111,Fannin County,"Fannin County, GA"
442,GA,13,113,Fayette County,"Fayette County, GA"
443,GA,13,115,Floyd County,"Floyd County, GA"
444,GA,13,117,Forsyth County,"Forsyth County, GA"
445,GA,13,119,Franklin County,"Franklin County, GA"
446,GA,13,121,Fulton County,"Fulton County, GA"
447,GA,13,123,Gilmer County,"Gilmer County, GA"
448,GA,13,125,Glascock County,"Glascock County, GA"
449,GA,13,127,Glynn County,"Glynn County, GA"
450,GA,13,129,Gordon County,"Gordon County, GA"
451,GA,13,131,Grady County,"Grady County, GA"
452,GA,13,133,Greene County,"Greene County, GA"
453,GA,13,135,Gwinnett County,"Gwinnett County, GA"
454,GA,13,137,Habersham County,"Habersham County, GA"
455,GA,13,139,Hall County,"Hall County, GA"
456,GA,13,141,Hancock County,"Hancock County, GA"
457,GA,13,143,Haralson County,"Haralson County, GA"
458,GA,13,145,Harris County,"Harris County, GA"
459,GA,13,147,Hart County,"Hart County, GA"
460,GA,13,149,Heard County,"Heard County, GA"
461,GA,13,151,Henry County,"Henry County, GA"
462,GA,13,153,Houston County,"Houston County, GA"
463,GA,13,155,Irwin County,"Irwin County, GA"
464,GA,13,157,Jackson County,"Jackson County, GA"
465,GA,13,159,Jasper County,"Jasper County, GA"
466,GA,13,161,Jeff Davis County,"Jeff Davis County, GA"
467,GA,13,163,Jefferson County,"Jefferson County, GA"
468,GA,13,165,Jenkins County,"Jenkins County, GA"
469,GA,13,167,Johnson County,"Johnson County, GA"
470,GA,13,169,Jones County,"Jones County, GA"
471,GA,13,171,Lamar County,"Lamar County, GA"
472,GA,13,173,Lanier County,"Lanier County, GA"
473,GA,13,175,Laurens County,"Laurens County, GA"
474,GA,13,177,Lee County,"Lee County, GA"
475,GA,13,179,Liberty County,"Liberty County, GA"
476,GA,13,181,Lincoln County,"Lincoln County, GA"
477,GA,13,183,Long County,"Long County, GA"
478,GA,13,185,Lowndes County,"Lowndes County, GA"
479,GA,13,187,Lumpkin County,"Lumpkin County, GA"
480,GA,13,189,McDuffie County,"McDuffie County, GA"
481,GA,13,191,McIntosh County,"McIntosh County, GA"
482,GA,13,193,Macon County,"Macon County, GA"
483,GA,13,195,Madison County,"Madison County, GA"
484,GA,13,197,Marion County,"Marion County, GA"
485,GA,13,199,Meriwether County,"Meriwether County, GA"
486,GA,13,201,Miller County,"Miller County, GA"
487,GA,13,205,Mitchell County,"Mitchell County, GA"
488,GA,13,207,Monroe County,"Monroe County, GA"
489,GA,13,209,Montgomery County,"Montgomery County, GA"
490,GA,13,211,Morgan County,"Morgan County, GA"
491,GA,13,213,Murray County,"Murray County, GA"
492,GA,13,215,Muscogee County,"Muscogee County, GA"
493,GA,13,217,Newton County,"Newton County, GA"
494,GA,13,219,Oconee County,"Oconee County, GA"
495,GA,13,221,Oglethorpe County,"Oglethorpe County, GA"
496,GA,13,223,Paulding County,"Paulding County, GA"
497,GA,13,225,Peach County,"Peach County, GA"
498,GA,13,227,Pickens County,"Pickens County, GA"
499,GA,13,229,Pierce County,"Pierce County, GA"
500,GA,13,231,Pike County,"Pike County, GA"
501,GA,13,233,Polk County,"Polk County, GA"
502,GA,13,235,Pulaski County,"Pulaski County, GA"
503,GA,13,237,Putnam County,"Putnam County, GA"
504,GA,13,239,Quitman County,"Quitman County, GA"
505,GA,13,241,Rabun County,"Rabun County, GA"
506,GA,13,243,Randolph County,"Randolph County, GA"
507,GA,13,245,Richmond County,"Richmond County, GA"
508,GA,13,247,Rockdale County,"Rockdale County, GA"
509,GA,13,249,Schley County,"Schley County, GA"
510,GA,13,251,Screven County,"Screven County, GA"
511,GA,13,253,Seminole County,"Seminole County, GA"
512,GA,13,255,Spalding County,"Spalding County, GA"
513,GA,13,257,Stephens County,"Stephens County, GA"
514,GA,13,259,Stewart County,"Stewart County, GA"
515,GA,13,261,Sumter County,"Sumter County, GA"
516,GA,13,263,Talbot County,"Talbot County, GA"
517,GA,13,265,Taliaferro County,"Taliaferro County, GA"
518,GA,13,267,Tattnall County,"Tattnall County, GA"
519,GA,13,269,Taylor County,"Taylor County, GA"
